StockCode,Description,TotalQuantity,TotalRevenue,OrderCount,UniqueCustomers,AvgPrice,RevenuePerOrder,RevenuePct,CumulativeRevenuePct,Category
23397,FOOT STOOL HOME SWEET HOME ,434,4069.9,176,139,9.377649769585254,23.12443181818182,0.04579503023438215,70.58510691962137,Other
23241,TREASURE TIN GYMKHANA DESIGN,2005,4060.0,284,183,2.024937655860349,14.295774647887324,0.045683634180592035,70.63079055380196,Other
21876,POTTERING MUG,3541,4049.61,197,141,1.1436345665066365,20.556395939086293,0.04556672458474565,70.6763572783867,Glassware/Mugs
84946,ANTIQUE SILVER TEA GLASS ETCHED,3487,4016.75,143,117,1.1519214224261543,28.08916083916084,0.045196979703175634,70.72155425808988,Glassware/Mugs
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,5065,4011.19,343,172,0.7919427443237907,11.694431486880466,0.04513441787902684,70.76668867596891,Bags/Holders
21086,SET/6 RED SPOTTY PAPER CUPS,6573,3999.09,285,167,0.6084116841624829,14.031894736842105,0.044998267146616706,70.81168694311552,Glassware/Mugs
22174,PHOTO CUBE,2667,3997.91,169,104,1.499028871391076,23.65627218934911,0.044984989637175045,70.85667193275269,Other
22899,CHILDREN'S APRON DOLLY GIRL ,1981,3984.78,259,190,2.0114992428066634,15.385250965250966,0.044837249214320085,70.90150918196701,Other
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1080,3979.88,230,141,3.685074074074074,17.303826086956523,0.044782113793757294,70.94629129576077,Bags/Holders
23163,REGENCY SUGAR TONGS,1714,3949.7000000000003,134,95,2.304375729288215,29.47537313432836,0.04444252461159714,70.99073382037237,Other
22721,SET OF 3 CAKE TINS SKETCHBOOK,908,3942.82,246,183,4.342312775330397,16.027723577235772,0.04436510998027633,71.03509893035265,Baking
23129,HEART SHAPED HOLLY WREATH,942,3933.1800000000003,165,138,4.175350318471338,23.83745454545455,0.04425663947941404,71.07935556983206,Heart/Love Theme
22748,POPPY'S PLAYHOUSE KITCHEN,1887,3916.9100000000003,346,233,2.075733969263381,11.320549132947978,0.04407356737889231,71.12342913721095,Other
22781,GUMBALL MAGAZINE RACK,532,3909.1400000000003,160,118,7.348007518796993,24.432125000000003,0.043986138354857034,71.1674152755658,Other
22841,ROUND CAKE TIN VINTAGE GREEN,515,3887.53,199,156,7.548601941747573,19.53532663316583,0.04374297989804852,71.21115825546384,Baking
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,3879.9799999999996,237,180,0.7928034327748262,16.371223628691983,0.04365802634187524,71.25481628180572,Lighting
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,3879.45,122,112,1.581512433754586,31.79877049180328,0.043652062714753144,71.29846834452047,Christmas
23486,ANTIQUE HEART SHELF UNIT,267,3879.15,68,64,14.528651685393259,57.046323529411765,0.04364868707675951,71.34211703159723,Heart/Love Theme
23557,LANDMARK FRAME BAKER STREET ,347,3867.85,29,25,11.146541786743516,133.37413793103448,0.04352153804566574,71.3856385696429,Other
22813,PACK 3 BOXES BIRD PANNETONE ,2088,3862.9999999999995,140,110,1.8500957854406128,27.592857142857138,0.04346696523143523,71.42910553487432,Other
21704,BAG 250g SWIRLY MARBLES,5004,3856.3799999999997,197,137,0.7706594724220622,19.575532994923854,0.04339247615304224,71.47249801102737,Bags/Holders
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2058,3856.04,156,87,1.8736831875607385,24.718205128205128,0.043388650429982786,71.51588666145736,Lighting
22061,LARGE CAKE STAND  HANGING STRAWBERY,564,3854.68,129,86,6.834539007092198,29.88124031007752,0.043373347537744945,71.5592600089951,Baking
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,3852.44,143,116,4.004615384615384,26.940139860139862,0.04334814277405911,71.60260815176916,Other
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3269,3831.72,170,84,1.1721382685836648,22.539529411764704,0.043114998709965054,71.64572315047913,Other
22956,36 FOIL HEART CAKE CASES,1998,3814.3700000000003,170,144,1.9090940940940944,22.437470588235296,0.04291977431266622,71.6886429247918,Heart/Love Theme
22550,HOLIDAY FUN LUDO,1102,3810.71,176,136,3.457994555353902,21.651761363636364,0.04287859152914381,71.73152151632094,Other
22117,METAL SIGN HER DINNER IS SERVED ,1290,3802.5,72,58,2.947674418604651,52.8125,0.04278621156938453,71.77430772789032,Other
23205,CHARLOTTE BAG VINTAGE ALPHABET ,4750,3784.52,323,192,0.7967410526315789,11.716780185758514,0.04258389833229906,71.81689162622261,Bags/Holders
23283,DOORMAT VINTAGE LEAF,541,3766.57,121,100,6.962236598890943,31.128677685950414,0.042381922659012944,71.85927354888163,Other
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.6400000000003,198,151,3.711676528599606,19.00828282828283,0.042348953927941725,71.90162250280957,Glassware/Mugs
23050,RECYCLED ACAPULCO MAT GREEN,459,3763.55,176,116,8.199455337690631,21.38380681818182,0.04234794123654364,71.94397044404612,Other
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,3761.9199999999996,195,172,1.417987184319638,19.291897435897432,0.04232960027011152,71.98630004431622,Other
22489,PACK OF 12 TRADITIONAL CRAYONS,9313,3754.47,318,232,0.4031429185010201,11.806509433962264,0.0422457719266028,72.02854581624283,Other
23193,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57,137,109,2.0306280454791557,27.376423357664233,0.04220188863268549,72.07074770487552,Other
21154,RED RETROSPOT OVEN GLOVE ,3186,3750.38,262,175,1.177143753923415,14.31442748091603,0.04219975072862285,72.11294745560414,Heart/Love Theme
23184,BULL DOG BOTTLE OPENER,778,3749.5,197,129,4.819408740359897,19.032994923857867,0.04218984885717483,72.15513730446132,Other
23534,WALL ART STOP FOR TEA ,688,3748.1800000000003,153,131,5.447936046511629,24.497908496732027,0.04217499605000283,72.19731230051133,Other
22493,PAINT YOUR OWN CANVAS SET,2352,3737.2799999999997,176,125,1.5889795918367347,21.234545454545454,0.04205234786956724,72.2393646483809,Other
22951,60 CAKE CASES DOLLY GIRL DESIGN,7211,3735.61,354,237,0.5180432672306199,10.552570621468927,0.04203355681806932,72.28139820519897,Baking
21257,VICTORIAN SEWING BOX MEDIUM,488,3727.44,152,100,7.638196721311475,24.52263157894737,0.04194162694337586,72.32333983214234,Other
21874,GIN AND TONIC MUG,2845,3715.6099999999997,194,110,1.3060140597539542,19.15262886597938,0.04180851428515999,72.3651483464275,Glassware/Mugs
22274,FELTCRAFT DOLL EMILY,1294,3711.5000000000005,231,168,2.868238021638331,16.067099567099568,0.04176226804464713,72.40691061447215,Other
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7670,3697.7000000000003,294,178,0.4820990873533247,12.577210884353743,0.0416069886969397,72.4485176031691,Heart/Love Theme
23351,ROLL WRAP 50'S CHRISTMAS,3054,3694.02,271,242,1.2095677799607072,13.631070110701106,0.04156558087088438,72.49008318403997,Christmas
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,3686.1400000000003,235,170,3.4972865275142317,15.685702127659576,0.041476914112918116,72.5315600981529,Other
22656,VINTAGE BLUE KITCHEN CABINET,26,3685.0,20,17,141.73076923076923,184.25,0.041464086688542276,72.57302418484144,Other
22431,WATERING CAN BLUE ELEPHANT,1979,3682.7499999999995,275,159,1.8609146033350175,13.39181818181818,0.041438769403589974,72.61446295424503,Other
23110,PARISIENNE KEY CABINET ,662,3673.7,219,157,5.549395770392749,16.77488584474886,0.04133693765744851,72.65579989190248,Other
22745,POPPY'S PLAYHOUSE BEDROOM ,1780,3673.15,316,216,2.063567415730337,11.623892405063291,0.04133074898779351,72.69713064089026,Other
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,385,3667.2299999999996,135,104,9.525272727272727,27.164666666666662,0.04126413639805235,72.73839477728832,Baking
21098,CHRISTMAS TOILET ROLL,3164,3665.05,163,115,1.1583596713021493,22.484969325153376,0.04123960676196523,72.77963438405028,Christmas
22980,PANTRY SCRUBBING BRUSH,2286,3656.9399999999996,242,198,1.5997112860892386,15.111322314049586,0.04114835201487049,72.82078273606515,Other
21892,TRADITIONAL WOODEN CATCH CUP GAME ,2910,3651.75,295,235,1.2548969072164948,12.378813559322033,0.041089953477580536,72.86187268954274,Glassware/Mugs
21749,LARGE RED RETROSPOT WINDMILL,1900,3645.0000000000005,107,80,1.9184210526315792,34.06542056074767,0.041014001622723645,72.90288669116546,Other
20677,PINK POLKADOT BOWL,3157,3640.0800000000004,220,133,1.1530186886284448,16.545818181818184,0.04095864115962795,72.9438453323251,Other
22649,STRAWBERRY FAIRY CAKE TEAPOT,748,3638.9,160,86,4.864839572192514,22.743125,0.0409453636501863,72.98479069597528,Baking
20682,RED RETROSPOT CHILDRENS UMBRELLA,1140,3629.66,182,138,3.183912280701754,19.943186813186813,0.04084139399998219,73.02563208997526,Other
22236,CAKE STAND 3 TIER MAGIC GARDEN,308,3624.5999999999995,88,67,11.768181818181816,41.188636363636355,0.04078445823915612,73.06641654821442,Baking
23064,CINDERELLA CHANDELIER ,220,3617.6000000000004,22,20,16.443636363636365,164.43636363636367,0.04070569335263787,73.10712224156705,Other
22842,BISCUIT TIN VINTAGE RED,572,3609.8,146,120,6.310839160839161,24.724657534246578,0.04061792676480324,73.14774016833186,Other
22628,PICNIC BOXES SET OF 3 RETROSPOT ,774,3607.3,118,85,4.660594315245478,30.57033898305085,0.04058979644818957,73.18832996478005,Other
85049A,TRADITIONAL CHRISTMAS RIBBONS,2903,3602.8,266,204,1.2410609714088874,13.54436090225564,0.04053916187828497,73.22886912665834,Christmas
22053,EMPIRE DESIGN ROSETTE,4236,3596.4199999999996,26,23,0.8490132200188857,138.32384615384615,0.040467373310286894,73.26933649996863,Other
22350,ILLUSTRATED CAT BOWL ,1356,3586.3199999999997,88,63,2.644778761061947,40.75363636363636,0.04035372683116769,73.3096902267998,Other
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,169,103,8.213218390804597,21.140532544378697,0.04020103547258872,73.3498912622724,Other
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.26,125,96,7.037988165680474,28.546080000000003,0.040150513423950575,73.39004177569635,Other
22854,CREAM SWEETHEART EGG HOLDER,750,3547.3,147,123,4.729733333333334,24.131292517006806,0.03991466884946161,73.42995644454581,Heart/Love Theme
23299,FOOD COVER WITH BEADS SET 2 ,977,3545.17,121,109,3.6286284544524054,29.298925619834712,0.03989070181970677,73.46984714636551,Other
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3264,3535.2,234,196,1.0830882352941176,15.107692307692307,0.039778518117051465,73.50962566448256,Christmas
21260,FIRST AID TIN,1129,3530.35,148,104,3.1269707705934455,23.853716216216217,0.03972394530282096,73.54934960978538,Other
21746,SMALL RED RETROSPOT WINDMILL,2974,3521.7000000000003,185,122,1.1841627437794218,19.036216216216218,0.03962661440733768,73.58897622419272,Other
21527,RED RETROSPOT TRADITIONAL TEAPOT ,464,3508.8,133,95,7.562068965517242,26.381954887218047,0.039481461973611166,73.62845768616633,Other
23236,STORAGE TIN VINTAGE DOILY ,1235,3502.15,158,124,2.835748987854251,22.165506329113924,0.03940663533141882,73.66786432149775,Other
23089,GLASS BON BON JAR,2135,3495.2699999999995,134,101,1.6371288056206086,26.084104477611938,0.039329220700098005,73.70719354219784,Glassware/Mugs
85049E,SCANDINAVIAN REDS RIBBONS,2741,3492.2,335,248,1.2740605618387448,10.424477611940297,0.03929467667129643,73.74648821886913,Other
22809,SET OF 6 T-LIGHTS SANTA,1184,3476.36,173,141,2.936114864864865,20.09456647398844,0.03911644298523225,73.78560466185436,Lighting
71477,COLOURED GLASS STAR T-LIGHT HOLDER,996,3474.88,42,31,3.488835341365462,82.7352380952381,0.03909978983779696,73.82470445169216,Lighting
23081,GREEN METAL BOX ARMY SUPPLIES,437,3474.39,111,78,7.9505491990846675,31.30081081081081,0.03909427629574068,73.8637987279879,Other
84792,ENCHANTED BIRD COATHANGER 5 HOOK,774,3470.5400000000004,190,125,4.4839018087855305,18.266000000000002,0.03905095560815564,73.90284968359606,Other
22371,AIRLINE BAG VINTAGE TOKYO 78,825,3468.63,247,144,4.2044,14.043036437246965,0.0390294640462628,73.94187914764233,Bags/Holders
23111,PARISIENNE SEWING BOX,296,3464.8,124,80,11.705405405405406,27.94193548387097,0.03898636840121066,73.98086551604354,Other
23349,ROLL WRAP VINTAGE CHRISTMAS,2847,3450.39,246,214,1.2119388830347735,14.025975609756097,0.0388242252562495,74.01968974129979,Christmas
21531,RED RETROSPOT SUGAR JAM BOWL,1469,3448.95,206,143,2.3478216473791695,16.742475728155338,0.03880802219388003,74.05849776349366,Other
84508A,CAMOUFLAGE DESIGN TEDDY,1630,3445.5000000000005,35,17,2.1138036809815954,98.44285714285715,0.03876920235695317,74.09726696585062,Other
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,360,3445.4199999999996,143,94,9.57061111111111,24.09384615384615,0.03876830218682152,74.13603526803745,Baking
21588,RETROSPOT GIANT TUBE MATCHES,1494,3442.5,132,99,2.3042168674698793,26.079545454545453,0.03873544597701677,74.17477071401446,Other
22688,DOORMAT PEACE ON EARTH BLUE,700,3442.04,27,26,4.9172,127.48296296296296,0.03873026999875986,74.21350098401322,Other
23085,ANTIQUE SILVER BAUBLE LAMP  ,369,3437.7000000000003,72,64,9.316260162601626,47.74583333333334,0.03868143576911853,74.25218241978234,Other
23112,PARISIENNE CURIO CABINET,471,3437.3,183,134,7.297876857749469,18.783060109289618,0.038676934918460346,74.2908593547008,Other
23130,MISTLETOE HEART WREATH GREEN,838,3435.6200000000003,162,135,4.099785202863962,21.207530864197533,0.03865803134569597,74.32951738604649,Heart/Love Theme
21703,BAG 125g SWIRLY MARBLES,9272,3431.35,243,175,0.37007657463330457,14.120781893004114,0.03860998476491982,74.36812737081141,Bags/Holders
23497,CLASSIC CHROME BICYCLE BELL ,2451,3431.35,170,149,1.3999796001631986,20.18441176470588,0.03860998476491982,74.40673735557633,Other
21928,JUMBO BAG SCANDINAVIAN PAISLEY,1945,3426.75,91,76,1.7618251928020565,37.65659340659341,0.03855822498235068,74.44529558055868,Bags/Holders
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1218,3422.0600000000004,231,163,2.809573070607554,14.814112554112556,0.03850545250838345,74.48380103306707,Other
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,156,128,2.0968282208588955,21.909166666666668,0.038457856012673125,74.52225888907974,Other
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,9782,3415.8999999999996,463,343,0.3492026170517276,7.377753779697623,0.03843613940824737,74.56069502848798,Heart/Love Theme
23535,WALL ART BICYCLE SAFETY,644,3412.52,120,102,5.298944099378882,28.437666666666665,0.0383981072201857,74.59909313570817,Other
21497,FANCY FONTS BIRTHDAY WRAP,8550,3409.0,230,177,0.3987134502923977,14.821739130434782,0.038358499734393654,74.63745163544257,Other
21745,GAOLERS KEYS DECORATIVE GARDEN ,926,3400.94,205,115,3.6727213822894167,16.589951219512194,0.03826780759363121,74.6757194430362,Other
22782,SET 3 WICKER STORAGE BASKETS ,241,3399.95,74,65,14.107676348547717,45.94527027027027,0.03825666798825219,74.71397611102445,Other
22089,PAPER BUNTING VINTAGE PAISLEY,1189,3395.55,180,142,2.855803195962994,18.86416666666667,0.03820715863101214,74.75218326965546,Other
21463,MIRRORED DISCO BALL ,642,3393.4,129,77,5.285669781931464,26.305426356589148,0.038182966558724385,74.79036623621418,Other
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.3499999999995,240,178,1.6166507860886135,14.138958333333331,0.038182403952392106,74.82854864016657,Other
21244,BLUE POLKADOT PLATE ,2131,3359.47,147,107,1.5764758329422806,22.853537414965984,0.03780118190164372,74.86634982206822,Other
22131,FOOD CONTAINER SET 3 LOVE HEART ,1884,3358.72,180,115,1.78276008492569,18.659555555555553,0.037792742806659625,74.90414256487487,Heart/Love Theme
22148,EASTER CRAFT 4 CHICKS ,1813,3355.35,159,148,1.8507170435741864,21.102830188679246,0.037754823139864405,74.94189738801474,Other
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2016,3352.7999999999997,69,51,1.663095238095238,48.59130434782608,0.037726130216918466,74.97962351823166,Lighting
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,3348.5999999999995,177,115,1.6130057803468205,18.918644067796606,0.037678871285007506,75.01730238951667,Other
23294,SET OF 6 SNACK LOAF BAKING CASES,4264,3336.94,291,214,0.7825844277673546,11.467147766323023,0.03754767148832138,75.054850061005,Baking
23552,BICYCLE PUNCTURE REPAIR KIT ,1730,3336.7200000000003,103,93,1.9287398843930637,32.395339805825245,0.03754519602045937,75.09239525702546,Other
22896,PEG BAG APPLES DESIGN,1390,3336.37,220,144,2.4002661870503594,15.165318181818181,0.03754125777613346,75.12993651480159,Bags/Holders
22383,LUNCH BAG SUKI  DESIGN ,2118,3334.7,144,122,1.5744570349386213,23.157638888888886,0.03752246672463553,75.16745898152622,Bags/Holders
22694,WICKER STAR ,1608,3328.8,303,228,2.0701492537313433,10.986138613861387,0.037456079177427284,75.20491506070366,Other
22908,PACK OF 20 NAPKINS RED APPLES,4229,3326.39,313,212,0.7865665641995744,10.62744408945687,0.03742896155221171,75.24234402225586,Other
23189,SET OF 12 FORK CANDLES,1215,3319.35,113,89,2.7319753086419754,29.374778761061947,0.037349746580627625,75.2796937688365,Other
23210,WHITE ROCKING HORSE HAND PAINTED,2750,3311.5,154,115,1.2041818181818182,21.503246753246753,0.03726141738646072,75.31695518622296,Other
23571,TRADITIONAL NAUGHTS & CROSSES,2018,3300.8999999999996,216,195,1.635728444003964,15.281944444444443,0.03714214484401878,75.35409733106697,Other
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.2200000000003,184,117,2.0215941140404663,17.91967391304348,0.037100737017963466,75.39119806808493,Other
22926,IVORY GIANT GARDEN THERMOMETER,566,3295.7000000000003,182,140,5.822791519434629,18.10824175824176,0.03708363378546236,75.42828170187039,Other
23091,ZINC HERB GARDEN CONTAINER,535,3279.82,187,155,6.130504672897197,17.539144385026738,0.03690495001433236,75.46518665188472,Other
23009,I LOVE LONDON BABY GIFT SET,209,3262.5499999999997,61,48,15.610287081339711,53.484426229508195,0.036710625787165156,75.50189727767189,Heart/Love Theme
23332,IVORY WICKER HEART LARGE,1979,3255.7499999999995,267,207,1.6451490651844363,12.193820224719099,0.036634111325975986,75.53853138899787,Heart/Love Theme
47567B,TEA TIME KITCHEN APRON,585,3248.07,120,81,5.552256410256411,27.06725,0.03654769499333881,75.57507908399121,Other
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1070,3247.16,173,143,3.0347289719626165,18.76971098265896,0.03653745555809144,75.6116165395493,Bags/Holders
22435,SET OF 9 HEART SHAPED BALLOONS,2671,3245.79,213,153,1.2151965555971547,15.238450704225352,0.036522040144587146,75.64813857969389,Heart/Love Theme
22563,HAPPY STENCIL CRAFT,2777,3244.6000000000004,252,171,1.168383147281239,12.875396825396827,0.03650865011387905,75.68464722980777,Other
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65,131,122,2.7822691975841245,24.615648854961833,0.036284170187302,75.72093139999507,Other
22348,TEA BAG PLATE RED RETROSPOT,3861,3221.79,254,144,0.8344444444444444,12.684212598425196,0.036251989105095965,75.75718338910016,Bags/Holders
21906,PHARMACIE FIRST AID TIN,483,3220.81,94,71,6.668343685300207,34.263936170212766,0.036240962020983404,75.79342435112115,Other
22801,ANTIQUE GLASS PEDESTAL BOWL,887,3212.1,159,123,3.6213077790304395,20.20188679245283,0.0361429559979014,75.82956730711905,Glassware/Mugs
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,180,135,3.7122427745664743,17.83938888888889,0.03613159134998948,75.86569889846903,Glassware/Mugs
23230,WRAP ALPHABET DESIGN,7925,3196.5,232,178,0.40334384858044164,13.77801724137931,0.03596742282223213,75.90166632129127,Other
22738,RIBBON REEL SNOWY VILLAGE,1991,3193.03,176,147,1.6037317930688098,18.14221590909091,0.035928377942772365,75.93759469923404,Other
23426,METAL SIGN DROP YOUR PANTS,1230,3186.78,171,126,2.590878048780488,18.636140350877195,0.0358580521512382,75.97345275138528,Other
20675,BLUE POLKADOT BOWL,2728,3178.65,223,149,1.1651942815249268,14.254035874439463,0.035766572361610564,76.00921932374689,Other
23127,FELTCRAFT GIRL NICOLE KIT,645,3169.79,170,137,4.914403100775194,18.645823529411764,0.035666878519531736,76.04488620226643,Other
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,9628,3164.0799999999995,433,332,0.3286331533028666,7.307344110854502,0.035602628876386114,76.08048883114282,Christmas
23350,ROLL WRAP VINTAGE SPOT ,2584,3154.4,246,205,1.2207430340557275,12.822764227642276,0.03549370829045801,76.11598253943328,Other
23239,SET OF 4 KNICK KNACK TINS POPPIES,812,3142.4,155,125,3.8699507389162564,20.273548387096774,0.03535868277071242,76.15134122220398,Other
23388,WOODLAND MINI BACKPACK,784,3133.6000000000004,133,114,3.9969387755102046,23.5609022556391,0.03525966405623232,76.18660088626021,Other
22491,PACK OF 12 COLOURED PENCILS,3898,3120.64,200,162,0.800574653668548,15.6032,0.035113836494907076,76.22171472275511,Other
22029,SPACEBOY BIRTHDAY CARD,7834,3120.14,394,234,0.39828184835333164,7.919137055837563,0.03510821043158434,76.2568229331867,Other
22432,WATERING CAN PINK BUNNY,1644,3092.7799999999997,234,158,1.8812530413625304,13.217008547008547,0.03480035224656439,76.29162328543326,Other
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5955,3091.61,305,209,0.5191620486985726,10.136426229508197,0.0347871872583892,76.32641047269165,Baking
22760,"TRAY, BREAKFAST IN BED",259,3089.85,66,50,11.92992277992278,46.81590909090909,0.034767383515493175,76.36117785620714,Other
85053,FRENCH ENAMEL CANDLEHOLDER,1541,3087.5200000000004,233,157,2.003582089552239,13.251158798283264,0.03474116606040925,76.39591902226755,Bags/Holders
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3726,3068.8199999999997,253,227,0.8236231884057971,12.129723320158101,0.03453075129213903,76.43044977355969,Christmas
23168,CLASSIC CAFE SUGAR DISPENSER,2633,3037.1,208,132,1.153475123433346,14.601442307692308,0.03417383383494484,76.46462360739463,Other
23342,MINT DINER WALL CLOCK,363,3034.5,154,104,8.359504132231406,19.704545454545453,0.03414457830566663,76.4987681857003,Other
22468,BABUSHKA LIGHTS STRING OF 10,467,3032.39,116,82,6.493340471092077,26.141293103448273,0.0341208363184447,76.53288902201875,Lighting
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,837,3019.23,68,55,3.607204301075269,44.400441176470586,0.03397275833179037,76.56686178035054,Other
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210,3018.2999999999997,46,43,14.372857142857141,65.61521739130434,0.03396229385401008,76.60082407420454,Other
22567,20 DOLLY PEGS RETROSPOT,2346,3017.5,182,135,1.286231884057971,16.57967032967033,0.03395329215269371,76.63477736635723,Other
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2492,3017.37,145,79,1.2108226324237559,20.809448275862067,0.0339518293762298,76.66872919573346,Other
82580,BATHROOM METAL SIGN,5503,3016.9500000000003,383,210,0.5482373250954026,7.87715404699739,0.03394710348303871,76.7026762992165,Other
22504,CABIN BAG VINTAGE RETROSPOT,160,3012.4,39,31,18.8275,77.24102564102564,0.03389590630680184,76.7365722055233,Bags/Holders
22300,COFFEE MUG DOG + BALL DESIGN,1436,3011.64,143,100,2.097242339832869,21.06041958041958,0.03388735469055128,76.77045956021385,Glassware/Mugs
21243,PINK  POLKADOT PLATE ,1911,3010.71,130,95,1.5754631083202513,23.159307692307692,0.033876890212770995,76.80433645042662,Other
22892,SET OF SALT AND PEPPER TOADSTOOLS,2455,3000.35,196,117,1.2221384928716903,15.307908163265306,0.03376031818072397,76.83809676860734,Other
22564,ALPHABET STENCIL CRAFT,2668,2999.19,165,120,1.1241341829085458,18.176909090909092,0.03374726571381523,76.87184403432116,Other
22687,DOORMAT CHRISTMAS VILLAGE,568,2991.7,35,30,5.267077464788732,85.47714285714285,0.033662987285240684,76.9055070216064,Christmas
22855,FINE WICKER HEART ,2506,2982.02,179,152,1.1899521149241818,16.65932960893855,0.03355406669931258,76.9390610883057,Heart/Love Theme
16161P,WRAP ENGLISH ROSE ,7201,2980.42,248,189,0.4138897375364533,12.017822580645161,0.03353606329667983,76.97259715160239,Other
23065,LARGE DECO JEWELLERY STAND,246,2977.8,88,77,12.104878048780488,33.83863636363637,0.033506582724868714,77.00610373432725,Other
21135,VICTORIAN  METAL POSTCARD SPRING,2707,2973.55,162,122,1.0984669375692648,18.35524691358025,0.03345876118662548,77.03956249551388,Other
23237,SET OF 4 KNICK KNACK TINS LEAF,739,2970.8500000000004,116,94,4.020094722598106,25.61077586206897,0.03342838044468272,77.07299087595857,Other
23346,SPACEBOY BEAKER,2567,2970.75,138,106,1.1572847682119205,21.527173913043477,0.03342725523201818,77.10641813119058,Other
22669,RED BABY BUNTING ,1027,2969.65,167,143,2.8915774099318403,17.78233532934132,0.03341487789270816,77.13983300908329,Other
23323,WHITE WICKER STAR ,1422,2954.7000000000003,270,210,2.0778481012658228,10.943333333333335,0.03324665859935845,77.17307966768264,Other
21385,IVORY HANGING DECORATION  HEART,3558,2952.54,205,153,0.829831365935919,14.402634146341462,0.033222354005804235,77.20630202168844,Heart/Love Theme
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78,160,122,3.6989724310776944,18.448625,0.03321380238955369,77.239515824078,Glassware/Mugs
22962,JAM JAR WITH PINK LID,3675,2947.47,246,180,0.8020326530612244,11.981585365853658,0.03316530572371172,77.27268112980171,Other
21974,SET OF 36 PAISLEY FLOWER DOILIES,2036,2942.5099999999998,229,177,1.4452406679764243,12.849388646288208,0.033109495175550216,77.30579062497726,Other
23236,DOILEY STORAGE TIN,1082,2934.98,112,93,2.712550831792976,26.205178571428572,0.03302476666190986,77.33881539163917,Other
21868,POTTING SHED TEA MUG,2344,2924.48,232,153,1.2476450511945392,12.60551724137931,0.032906619332132465,77.37172201097131,Glassware/Mugs
22180,RETROSPOT LAMP,299,2922.85,131,92,9.775418060200668,22.311832061068703,0.03288827836570035,77.40461028933701,Other
21429,RED GINGHAM ROSE JEWELLERY BOX,1612,2917.2,217,147,1.8096774193548386,13.44331797235023,0.03282470385015347,77.43743499318717,Other
22244,3 HOOK HANGER MAGIC GARDEN,1615,2911.6499999999996,94,66,1.802879256965944,30.974999999999998,0.03276225454727113,77.47019724773443,Other
22311,OFFICE MUG WARMER BLACK+SILVER ,1049,2910.75,93,61,2.774785510009533,31.298387096774192,0.03275212763329021,77.50294937536772,Glassware/Mugs
23461,SWEETHEART BIRD HOUSE,829,2908.55,83,75,3.508504221954162,35.04277108433735,0.03272737295467019,77.53567674832239,Heart/Love Theme
22212,FOUR HOOK  WHITE LOVEBIRDS,1416,2904.8700000000003,253,145,2.0514618644067797,11.481699604743085,0.03268596512861488,77.56836271345101,Heart/Love Theme
23188,VINTAGE  2 METER FOLDING RULER,1775,2902.47,155,131,1.635194366197183,18.725612903225805,0.03265896002466575,77.60102167347567,Other
23242,TREASURE TIN BUFFALO BILL ,1430,2886.0800000000004,187,132,2.0182377622377623,15.433582887700537,0.032474537668946576,77.63349621114462,Other
22065,CHRISTMAS PUDDING TRINKET POT ,6418,2883.44,164,132,0.44927391710813336,17.581951219512195,0.03244483205460254,77.66594104319923,Christmas
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1190,2880.92,137,112,2.4209411764705884,21.028613138686133,0.03241647669545596,77.69835751989469,Other
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1227,2868.7799999999997,167,116,2.338044009779951,17.17832335329341,0.03227987587798,77.73063739577266,Other
