CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13712.0,247,1,228.84,1,1,1,3,Lost Customers
13715.0,281,5,1077.39,1,1,4,6,High-Value Lost
13716.0,269,1,138.28,1,1,1,3,Lost Customers
13717.0,32,6,1445.01,4,1,4,9,High-Value Sleepers
13718.0,246,2,306.55,1,1,2,4,Lost Customers
13719.0,15,5,1041.68,4,1,4,9,High-Value Sleepers
13720.0,117,4,799.9,2,1,3,6,High-Value Lost
13721.0,36,1,524.14,3,1,3,7,High-Value Lost
13722.0,132,3,2375.41,2,1,5,8,High-Value Lost
13723.0,217,1,199.85000000000002,1,1,1,3,Lost Customers
13725.0,50,8,1980.56,3,1,4,8,High-Value Lost
13726.0,39,2,1079.6599999999999,3,1,4,8,High-Value Lost
13727.0,29,2,333.48,4,1,2,7,New Customers
13728.0,37,6,1016.14,3,1,4,8,High-Value Lost
13730.0,136,2,752.6,2,1,3,6,High-Value Lost
13731.0,219,2,610.59,1,1,3,5,High-Value Lost
13732.0,28,1,491.86,4,1,3,8,High-Value Sleepers
13735.0,25,4,2883.54,4,1,5,10,High-Value Sleepers
13736.0,5,2,729.8,5,1,3,9,High-Value Sleepers
13737.0,200,1,339.59999999999997,1,1,2,4,Lost Customers
13739.0,18,1,216.9,4,1,1,6,New Customers
13740.0,241,1,350.75,1,1,2,4,Lost Customers
13741.0,72,3,668.4300000000001,3,1,3,7,High-Value Lost
13742.0,17,12,3107.87,4,1,5,10,High-Value Sleepers
13743.0,3,7,1341.6,5,1,4,10,High-Value Sleepers
13744.0,95,2,1080.52,2,1,4,7,High-Value Lost
13745.0,162,1,300.04,2,1,2,5,Lost Customers
13747.0,374,1,79.6,1,1,1,3,Lost Customers
13748.0,96,5,948.25,2,1,4,7,High-Value Lost
13750.0,54,5,1647.26,3,1,4,8,High-Value Lost
13751.0,288,1,296.25,1,1,2,4,Lost Customers
13752.0,124,6,1175.38,2,1,4,7,High-Value Lost
13753.0,288,1,741.26,1,1,3,5,High-Value Lost
13754.0,152,2,282.59999999999997,2,1,2,5,Lost Customers
13755.0,4,9,2108.06,5,1,5,11,High-Value Sleepers
13756.0,2,14,5189.52,5,1,5,11,High-Value Sleepers
13758.0,12,7,3190.55,5,1,5,11,High-Value Sleepers
13759.0,33,2,659.4100000000001,4,1,3,8,High-Value Sleepers
13760.0,54,2,286.79,3,1,2,6,Lost Customers
13761.0,50,2,1070.65,3,1,4,8,High-Value Lost
13762.0,219,1,306.72,1,1,2,4,Lost Customers
13763.0,63,1,1714.96,3,1,4,8,High-Value Lost
13764.0,71,3,1519.42,3,1,4,8,High-Value Lost
13767.0,2,37,17220.36,5,1,5,11,High-Value Sleepers
13769.0,2,10,2796.51,5,1,5,11,High-Value Sleepers
13771.0,64,4,2634.45,3,1,5,9,High-Value Lost
13772.0,34,3,1122.63,3,1,4,8,High-Value Lost
13774.0,82,1,345.0,2,1,2,5,Lost Customers
13777.0,1,33,25977.16,5,1,5,11,High-Value Sleepers
13778.0,103,1,178.7,2,1,1,4,Lost Customers
13780.0,7,2,360.01,5,1,2,8,New Customers
13781.0,251,1,127.84,1,1,1,3,Lost Customers
13782.0,13,6,908.86,5,1,3,9,High-Value Sleepers
13784.0,10,11,2462.79,5,1,5,11,High-Value Sleepers
13786.0,367,1,230.39999999999998,1,1,1,3,Lost Customers
13787.0,76,2,309.04,2,1,2,5,Lost Customers
13790.0,4,1,348.8,5,1,2,8,New Customers
13791.0,128,2,1516.0,2,1,4,7,High-Value Lost
13792.0,66,2,195.55,3,1,1,5,Lost Customers
13798.0,1,57,37153.85,5,2,5,12,Champions
13799.0,117,2,688.86,2,1,3,6,High-Value Lost
13800.0,310,1,558.32,1,1,3,5,High-Value Lost
13801.0,67,1,324.8,3,1,2,6,Lost Customers
13802.0,139,3,4599.42,2,1,5,8,High-Value Lost
13803.0,255,1,277.07,1,1,2,4,Lost Customers
13804.0,31,7,2588.39,4,1,5,10,High-Value Sleepers
13805.0,52,2,924.6,3,1,3,7,High-Value Lost
13806.0,64,1,256.38,3,1,2,6,Lost Customers
13807.0,367,1,112.6,1,1,1,3,Lost Customers
13808.0,6,5,1747.66,5,1,4,10,High-Value Sleepers
13809.0,305,1,155.05,1,1,1,3,Lost Customers
13810.0,29,3,1499.01,4,1,4,9,High-Value Sleepers
13811.0,184,3,814.5,1,1,3,5,High-Value Lost
13812.0,42,3,539.0,3,1,3,7,High-Value Lost
13813.0,40,4,1366.8600000000001,3,1,4,8,High-Value Lost
13814.0,92,2,1579.12,2,1,4,7,High-Value Lost
13815.0,22,4,4027.36,4,1,5,10,High-Value Sleepers
13816.0,24,2,571.6700000000001,4,1,3,8,High-Value Sleepers
13817.0,29,2,382.98,4,1,2,7,New Customers
13819.0,302,3,1140.35,1,1,4,6,High-Value Lost
13821.0,145,2,385.64,2,1,2,5,Lost Customers
13822.0,6,2,632.0,5,1,3,9,High-Value Sleepers
13823.0,19,2,957.66,4,1,4,9,High-Value Sleepers
13824.0,33,5,1698.94,4,1,4,9,High-Value Sleepers
13826.0,176,1,189.5,2,1,1,4,Lost Customers
13827.0,58,3,409.8,3,1,2,6,Lost Customers
13828.0,22,1,209.49,4,1,1,6,New Customers
13831.0,16,6,2198.45,4,1,5,10,High-Value Sleepers
13832.0,19,1,52.199999999999996,4,1,1,6,New Customers
13833.0,159,1,383.85,2,1,2,5,Lost Customers
13835.0,25,4,834.57,4,1,3,8,High-Value Sleepers
13837.0,212,2,266.59000000000003,1,1,2,4,Lost Customers
13838.0,6,4,674.82,5,1,3,9,High-Value Sleepers
13841.0,253,1,85.0,1,1,1,3,Lost Customers
13842.0,59,9,3385.62,3,1,5,9,High-Value Lost
13844.0,11,1,361.62,5,1,2,8,New Customers
13845.0,65,1,312.98,3,1,2,6,Lost Customers
13846.0,25,3,865.0600000000001,4,1,3,8,High-Value Sleepers
13848.0,92,3,1255.0,2,1,4,7,High-Value Lost
13849.0,52,2,1537.95,3,1,4,8,High-Value Lost
13850.0,129,1,1595.48,2,1,4,7,High-Value Lost
13851.0,96,3,2651.46,2,1,5,8,High-Value Lost
13853.0,57,1,1090.14,3,1,4,8,High-Value Lost
13854.0,9,25,8109.5199999999995,5,1,5,11,High-Value Sleepers
13856.0,169,3,388.5,2,1,2,5,Lost Customers
13858.0,57,1,216.17,3,1,1,5,Lost Customers
13859.0,326,1,201.16,1,1,1,3,Lost Customers
13860.0,1,5,1245.9,5,1,4,10,High-Value Sleepers
13862.0,18,8,2209.36,4,1,5,10,High-Value Sleepers
13863.0,248,1,305.78,1,1,2,4,Lost Customers
13865.0,58,4,501.56,3,1,3,7,High-Value Lost
13866.0,74,1,145.67000000000002,2,1,1,4,Lost Customers
13867.0,31,3,1005.09,4,1,4,9,High-Value Sleepers
13868.0,7,2,3192.54,5,1,5,11,High-Value Sleepers
13869.0,123,4,3083.65,2,1,5,8,High-Value Lost
13870.0,2,8,2770.94,5,1,5,11,High-Value Sleepers
13871.0,23,13,6403.25,4,1,5,10,High-Value Sleepers
13873.0,120,3,389.6,2,1,2,5,Lost Customers
13874.0,358,1,540.45,1,1,3,5,High-Value Lost
13875.0,54,5,1786.79,3,1,4,8,High-Value Lost
13876.0,64,1,122.7,3,1,1,5,Lost Customers
13877.0,86,1,117.24,2,1,1,4,Lost Customers
13878.0,55,1,1271.57,3,1,4,8,High-Value Lost
13880.0,21,13,3219.77,4,1,5,10,High-Value Sleepers
13881.0,4,20,17159.52,5,1,5,11,High-Value Sleepers
13882.0,3,5,1191.13,5,1,4,10,High-Value Sleepers
13883.0,11,5,2674.48,5,1,5,11,High-Value Sleepers
13884.0,7,5,787.6,5,1,3,9,High-Value Sleepers
13885.0,189,2,506.8,1,1,3,5,High-Value Lost
13886.0,71,1,243.56,3,1,1,5,Lost Customers
13887.0,204,1,349.55,1,1,2,4,Lost Customers
13888.0,120,2,595.67,2,1,3,6,High-Value Lost
13889.0,93,1,416.90000000000003,2,1,2,5,Lost Customers
13890.0,1,10,1883.8100000000002,5,1,4,10,High-Value Sleepers
13892.0,27,4,632.97,4,1,3,8,High-Value Sleepers
13893.0,298,1,821.1,1,1,3,5,High-Value Lost
13894.0,24,3,564.62,4,1,3,8,High-Value Sleepers
13895.0,28,4,2593.07,4,1,5,10,High-Value Sleepers
13897.0,50,1,311.16,3,1,2,6,Lost Customers
13898.0,326,1,155.93,1,1,1,3,Lost Customers
13899.0,16,2,388.52,4,1,2,7,New Customers
13900.0,183,3,740.95,1,1,3,5,High-Value Lost
13901.0,72,5,2867.2,3,1,5,9,High-Value Lost
13904.0,37,2,332.64,3,1,2,6,Lost Customers
13908.0,80,4,2369.55,2,1,5,8,High-Value Lost
13911.0,57,9,2580.91,3,1,5,9,High-Value Lost
13914.0,12,2,626.45,5,1,3,9,High-Value Sleepers
13917.0,50,2,272.04,3,1,2,6,Lost Customers
13918.0,50,2,1212.8400000000001,3,1,4,8,High-Value Lost
13919.0,59,2,384.81,3,1,2,6,Lost Customers
13922.0,352,1,172.25,1,1,1,3,Lost Customers
13923.0,54,1,351.13,3,1,2,6,Lost Customers
13924.0,2,6,1838.8500000000001,5,1,4,10,High-Value Sleepers
13925.0,93,4,678.25,2,1,3,6,High-Value Lost
13926.0,23,1,223.85000000000002,4,1,1,6,New Customers
13927.0,75,1,348.99,2,1,2,5,Lost Customers
13928.0,11,4,464.57,5,1,2,8,New Customers
13929.0,169,2,842.65,2,1,3,6,High-Value Lost
13930.0,58,2,337.34,3,1,2,6,Lost Customers
13931.0,96,2,1237.53,2,1,4,7,High-Value Lost
13932.0,295,1,307.4,1,1,2,4,Lost Customers
13933.0,109,2,608.7900000000001,2,1,3,6,High-Value Lost
13934.0,264,1,922.1,1,1,3,5,High-Value Lost
13936.0,180,1,376.58,1,1,2,4,Lost Customers
13937.0,169,1,158.85,2,1,1,4,Lost Customers
13938.0,35,1,71.66,3,1,1,5,Lost Customers
13939.0,23,3,568.55,4,1,3,8,High-Value Sleepers
13940.0,17,4,839.14,4,1,3,8,High-Value Sleepers
13941.0,22,5,5112.96,4,1,5,10,High-Value Sleepers
13946.0,79,3,561.5699999999999,2,1,3,6,High-Value Lost
13947.0,65,1,90.6,3,1,1,5,Lost Customers
13948.0,361,1,102.0,1,1,1,3,Lost Customers
13949.0,3,6,2427.32,5,1,5,11,High-Value Sleepers
13950.0,11,4,745.06,5,1,3,9,High-Value Sleepers
13951.0,176,3,674.45,2,1,3,6,High-Value Lost
13952.0,218,2,3251.071,1,1,5,7,High-Value Lost
13953.0,7,7,3515.68,5,1,5,11,High-Value Sleepers
13954.0,2,2,439.92,5,1,2,8,New Customers
13955.0,154,2,322.96,2,1,2,5,Lost Customers
13956.0,5,5,1019.27,5,1,4,10,High-Value Sleepers
13959.0,79,3,594.04,2,1,3,6,High-Value Lost
13960.0,21,2,230.22,4,1,1,6,New Customers
13962.0,22,2,169.55,4,1,1,6,New Customers
13963.0,308,4,664.54,1,1,3,5,High-Value Lost
13967.0,146,1,80.7,2,1,1,4,Lost Customers
13969.0,7,18,9024.17,5,1,5,11,High-Value Sleepers
13971.0,19,8,2758.26,4,1,5,10,High-Value Sleepers
13972.0,71,2,190.25,3,1,1,5,Lost Customers
13973.0,287,1,264.7,1,1,2,4,Lost Customers
13974.0,49,1,413.59000000000003,3,1,2,6,Lost Customers
13975.0,31,6,2461.2400000000002,4,1,5,10,High-Value Sleepers
13976.0,207,1,357.98,1,1,2,4,Lost Customers
13978.0,15,2,196.79000000000002,4,1,1,6,New Customers
13979.0,73,1,869.87,2,1,3,6,High-Value Lost
13980.0,60,1,200.14,3,1,1,5,Lost Customers
13982.0,39,4,1871.81,3,1,4,8,High-Value Lost
13983.0,30,12,2603.43,4,1,5,10,High-Value Sleepers
13984.0,27,5,920.51,4,1,3,8,High-Value Sleepers
13985.0,4,15,7060.13,5,1,5,11,High-Value Sleepers
13986.0,17,1,320.46,4,1,2,7,New Customers
13988.0,20,6,4147.96,4,1,5,10,High-Value Sleepers
13989.0,66,2,1266.08,3,1,4,8,High-Value Lost
13990.0,213,1,311.3,1,1,2,4,Lost Customers
13991.0,12,6,852.88,5,1,3,9,High-Value Sleepers
13992.0,30,1,76.8,4,1,1,6,New Customers
13993.0,43,9,3466.36,3,1,5,9,High-Value Lost
13994.0,4,6,2274.14,5,1,5,11,High-Value Sleepers
13995.0,15,5,1393.69,4,1,4,9,High-Value Sleepers
13999.0,10,12,3901.81,5,1,5,11,High-Value Sleepers
14000.0,211,1,635.66,1,1,3,5,High-Value Lost
14001.0,46,3,2043.0800000000002,3,1,4,8,High-Value Lost
14002.0,134,2,529.73,2,1,3,6,High-Value Lost
14004.0,43,7,4582.64,3,1,5,9,High-Value Lost
14005.0,10,5,2874.72,5,1,5,11,High-Value Sleepers
14006.0,116,3,962.19,2,1,4,7,High-Value Lost
14009.0,198,2,695.61,1,1,3,5,High-Value Lost
14012.0,278,1,328.8,1,1,2,4,Lost Customers
14013.0,110,3,473.02,2,1,2,5,Lost Customers
14014.0,77,1,505.18,2,1,3,6,High-Value Lost
14015.0,53,1,917.34,3,1,3,7,High-Value Lost
14016.0,162,4,4341.21,2,1,5,8,High-Value Lost
14019.0,47,3,1421.61,3,1,4,8,High-Value Lost
14020.0,17,2,642.8,4,1,3,8,High-Value Sleepers
14021.0,155,3,631.9,2,1,3,6,High-Value Lost
14022.0,225,1,440.0,1,1,2,4,Lost Customers
14023.0,7,2,584.07,5,1,3,9,High-Value Sleepers
14024.0,122,2,327.7,2,1,2,5,Lost Customers
14027.0,61,1,104.82,3,1,1,5,Lost Customers
14029.0,63,2,467.66,3,1,2,6,Lost Customers
14030.0,18,8,2358.84,4,1,5,10,High-Value Sleepers
14031.0,7,19,17286.86,5,1,5,11,High-Value Sleepers
14032.0,2,11,2975.59,5,1,5,11,High-Value Sleepers
14034.0,22,3,648.89,4,1,3,8,High-Value Sleepers
14035.0,29,5,1428.02,4,1,4,9,High-Value Sleepers
14036.0,285,1,626.65,1,1,3,5,High-Value Lost
14037.0,176,2,147.20000000000002,2,1,1,4,Lost Customers
14038.0,78,3,1560.38,2,1,4,7,High-Value Lost
14039.0,33,1,152.2,4,1,1,6,New Customers
14040.0,41,12,3560.32,3,1,5,9,High-Value Lost
14041.0,266,1,141.41,1,1,1,3,Lost Customers
14044.0,27,4,646.42,4,1,3,8,High-Value Sleepers
14045.0,109,4,1659.75,2,1,4,7,High-Value Lost
14046.0,284,1,154.99,1,1,1,3,Lost Customers
14047.0,9,5,1308.6100000000001,5,1,4,10,High-Value Sleepers
14048.0,305,1,409.93,1,1,2,4,Lost Customers
14049.0,17,4,5578.72,4,1,5,10,High-Value Sleepers
14050.0,32,2,746.36,4,1,3,8,High-Value Sleepers
14051.0,1,23,15610.390000000001,5,1,5,11,High-Value Sleepers
14052.0,20,1,225.36,4,1,1,6,New Customers
14053.0,124,2,260.25,2,1,2,5,Lost Customers
14054.0,65,1,92.46,3,1,1,5,Lost Customers
14055.0,106,1,725.6400000000001,2,1,3,6,High-Value Lost
14056.0,1,23,8152.71,5,1,5,11,High-Value Sleepers
14057.0,24,17,6211.66,4,1,5,10,High-Value Sleepers
14059.0,267,1,183.6,1,1,1,3,Lost Customers
14060.0,5,19,6140.42,5,1,5,11,High-Value Sleepers
14062.0,10,12,10464.85,5,1,5,11,High-Value Sleepers
14064.0,29,5,1334.34,4,1,4,9,High-Value Sleepers
14066.0,267,1,152.55,1,1,1,3,Lost Customers
14067.0,64,2,374.7,3,1,2,6,Lost Customers
14068.0,320,1,265.85,1,1,2,4,Lost Customers
14071.0,4,8,1437.57,5,1,4,10,High-Value Sleepers
14073.0,32,1,151.04,4,1,1,6,New Customers
14075.0,5,3,942.26,5,1,4,10,High-Value Sleepers
14076.0,129,1,118.67,2,1,1,4,Lost Customers
14077.0,41,5,499.41999999999996,3,1,3,7,High-Value Lost
14078.0,102,6,1049.37,2,1,4,7,High-Value Lost
14079.0,125,1,375.1,2,1,2,5,Lost Customers
14080.0,33,1,45.599999999999994,4,1,1,6,New Customers
14081.0,302,2,921.62,1,1,3,5,High-Value Lost
14082.0,365,1,182.25,1,1,1,3,Lost Customers
14083.0,4,9,1002.9,5,1,4,10,High-Value Sleepers
14085.0,2,18,4421.29,5,1,5,11,High-Value Sleepers
14087.0,3,1,191.47,5,1,1,7,New Customers
14088.0,10,13,50491.81,5,1,5,11,High-Value Sleepers
14089.0,57,1,158.75,3,1,1,5,Lost Customers
14090.0,325,1,76.32000000000001,1,1,1,3,Lost Customers
14092.0,8,14,4076.91,5,1,5,11,High-Value Sleepers
14093.0,12,1,433.86,5,1,2,8,New Customers
14096.0,4,17,65164.79,5,1,5,11,High-Value Sleepers
14098.0,37,1,147.35,3,1,1,5,Lost Customers
14099.0,16,11,3104.17,4,1,5,10,High-Value Sleepers
14100.0,138,1,191.95000000000002,2,1,1,4,Lost Customers
14101.0,74,6,5976.79,2,1,5,8,High-Value Lost
14102.0,5,5,1105.8799999999999,5,1,4,10,High-Value Sleepers
14104.0,155,2,216.20999999999998,2,1,1,4,Lost Customers
14105.0,239,1,1266.23,1,1,4,6,High-Value Lost
14107.0,52,7,2703.23,3,1,5,9,High-Value Lost
14108.0,31,2,597.91,4,1,3,8,High-Value Sleepers
14109.0,73,1,144.2,2,1,1,4,Lost Customers
14110.0,4,12,5683.15,5,1,5,11,High-Value Sleepers
14111.0,14,4,692.85,4,1,3,8,High-Value Sleepers
14112.0,23,7,2915.15,4,1,5,10,High-Value Sleepers
14113.0,4,4,1840.42,5,1,4,10,High-Value Sleepers
14114.0,274,2,386.53,1,1,2,4,Lost Customers
14116.0,20,5,1382.74,4,1,4,9,High-Value Sleepers
14117.0,144,1,90.0,2,1,1,4,Lost Customers
14121.0,4,4,2780.15,5,1,5,11,High-Value Sleepers
14124.0,84,1,419.58000000000004,2,1,2,5,Lost Customers
14125.0,11,3,2720.63,5,1,5,11,High-Value Sleepers
14126.0,8,3,706.1300000000001,5,1,3,9,High-Value Sleepers
14127.0,123,3,709.71,2,1,3,6,High-Value Lost
14128.0,61,2,637.5,3,1,3,7,High-Value Lost
14129.0,2,5,1123.8600000000001,5,1,4,10,High-Value Sleepers
14130.0,319,1,480.91,1,1,2,4,Lost Customers
14132.0,2,11,3586.0299999999997,5,1,5,11,High-Value Sleepers
14133.0,130,3,605.64,2,1,3,6,High-Value Lost
14135.0,2,15,4690.31,5,1,5,11,High-Value Sleepers
14138.0,2,2,965.8800000000001,5,1,4,10,High-Value Sleepers
14139.0,46,1,415.82,3,1,2,6,Lost Customers
14140.0,4,2,935.05,5,1,4,10,High-Value Sleepers
14141.0,3,4,915.13,5,1,3,9,High-Value Sleepers
14142.0,373,1,311.81,1,1,2,4,Lost Customers
14143.0,134,1,115.8,2,1,1,4,Lost Customers
14145.0,47,4,3742.2,3,1,5,9,High-Value Lost
14146.0,9,5,4191.0,5,1,5,11,High-Value Sleepers
14147.0,78,2,483.4,2,1,2,5,Lost Customers
14148.0,234,1,157.2,1,1,1,3,Lost Customers
14149.0,221,1,446.62,1,1,2,4,Lost Customers
14150.0,36,2,658.64,3,1,3,7,High-Value Lost
14152.0,75,2,621.29,2,1,3,6,High-Value Lost
14154.0,239,2,1345.62,1,1,4,6,High-Value Lost
14155.0,266,1,118.75,1,1,1,3,Lost Customers
14156.0,10,55,117210.08,5,2,5,12,Champions
14157.0,20,2,424.89000000000004,4,1,2,7,New Customers
14158.0,40,1,507.66,3,1,3,7,High-Value Lost
14159.0,20,11,4630.35,4,1,5,10,High-Value Sleepers
14161.0,216,3,1097.6200000000001,1,1,4,6,High-Value Lost
14162.0,174,2,289.36,2,1,2,5,Lost Customers
14163.0,87,4,2445.91,2,1,5,8,High-Value Lost
14164.0,71,2,1631.77,3,1,4,8,High-Value Lost
14165.0,276,1,120.44,1,1,1,3,Lost Customers
14167.0,39,4,562.59,3,1,3,7,High-Value Lost
14171.0,98,1,363.79,2,1,2,5,Lost Customers
14173.0,11,4,450.84,5,1,2,8,New Customers
14174.0,33,1,134.46,4,1,1,6,New Customers
14175.0,60,3,3222.3,3,1,5,9,High-Value Lost
14176.0,297,4,576.9000000000001,1,1,3,5,High-Value Lost
14177.0,86,4,549.46,2,1,3,6,High-Value Lost
14178.0,9,7,1600.26,5,1,4,10,High-Value Sleepers
14179.0,41,2,701.57,3,1,3,7,High-Value Lost
14180.0,11,25,4748.52,5,1,5,11,High-Value Sleepers
14184.0,67,1,452.89,3,1,2,6,Lost Customers
14185.0,331,1,197.65,1,1,1,3,Lost Customers
14188.0,31,6,2054.36,4,1,4,9,High-Value Sleepers
14189.0,2,15,4654.08,5,1,5,11,High-Value Sleepers
14191.0,2,13,4684.76,5,1,5,11,High-Value Sleepers
14193.0,68,2,853.39,3,1,3,7,High-Value Lost
14194.0,5,21,11349.52,5,1,5,11,High-Value Sleepers
14195.0,202,2,1012.0,1,1,4,6,High-Value Lost
14196.0,107,1,335.52,2,1,2,5,Lost Customers
14198.0,18,4,701.4,4,1,3,8,High-Value Sleepers
14199.0,218,1,185.39999999999998,1,1,1,3,Lost Customers
14201.0,60,7,747.44,3,1,3,7,High-Value Lost
14204.0,2,1,150.61,5,1,1,7,New Customers
14205.0,17,2,466.7,4,1,2,7,New Customers
14206.0,239,1,328.15999999999997,1,1,2,4,Lost Customers
14208.0,95,1,151.74,2,1,1,4,Lost Customers
14209.0,11,6,2073.43,5,1,5,11,High-Value Sleepers
14210.0,106,6,1905.8400000000001,2,1,4,7,High-Value Lost
14211.0,53,9,2241.1,3,1,5,9,High-Value Lost
14212.0,90,1,1070.48,2,1,4,7,High-Value Lost
14214.0,31,5,1004.38,4,1,4,9,High-Value Sleepers
14215.0,12,6,1789.72,5,1,4,10,High-Value Sleepers
14216.0,3,4,1839.3,5,1,4,10,High-Value Sleepers
14217.0,2,17,2004.98,5,1,4,10,High-Value Sleepers
14218.0,43,1,169.48000000000002,3,1,1,5,Lost Customers
14219.0,4,1,89.94,5,1,1,7,New Customers
14220.0,247,2,632.4,1,1,3,5,High-Value Lost
14221.0,42,9,3432.8,3,1,5,9,High-Value Lost
14222.0,177,1,683.17,2,1,3,6,High-Value Lost
14223.0,92,3,991.13,2,1,4,7,High-Value Lost
14224.0,110,4,1009.73,2,1,4,7,High-Value Lost
14226.0,29,5,2214.79,4,1,5,10,High-Value Sleepers
14227.0,26,10,3350.96,4,1,5,10,High-Value Sleepers
14229.0,52,3,1547.2,3,1,4,8,High-Value Lost
14231.0,184,3,925.71,1,1,3,5,High-Value Lost
14232.0,43,5,2048.07,3,1,4,8,High-Value Lost
14233.0,49,4,1462.72,3,1,4,8,High-Value Lost
14234.0,22,4,754.12,4,1,3,8,High-Value Sleepers
14235.0,75,5,3144.86,2,1,5,8,High-Value Lost
14236.0,81,2,490.86,2,1,3,6,High-Value Lost
14237.0,373,1,161.0,1,1,1,3,Lost Customers
14238.0,326,1,146.85,1,1,1,3,Lost Customers
14239.0,43,11,2380.85,3,1,5,9,High-Value Lost
14240.0,30,2,890.34,4,1,3,8,High-Value Sleepers
14241.0,184,1,213.70000000000002,1,1,1,3,Lost Customers
14242.0,235,2,280.55,1,1,2,4,Lost Customers
14243.0,9,10,2588.77,5,1,5,11,High-Value Sleepers
14245.0,220,2,1693.45,1,1,4,6,High-Value Lost
14246.0,111,3,1474.06,2,1,4,7,High-Value Lost
14247.0,278,1,136.76999999999998,1,1,1,3,Lost Customers
14248.0,318,1,302.58,1,1,2,4,Lost Customers
14250.0,7,3,1904.05,5,1,4,10,High-Value Sleepers
14251.0,2,5,2879.7000000000003,5,1,5,11,High-Value Sleepers
14256.0,260,2,969.0600000000001,1,1,4,6,High-Value Lost
14257.0,64,5,3099.7200000000003,3,1,5,9,High-Value Lost
14258.0,9,9,12669.98,5,1,5,11,High-Value Sleepers
14259.0,142,1,120.0,2,1,1,4,Lost Customers
14261.0,51,2,1163.45,3,1,4,8,High-Value Lost
14262.0,8,8,2618.23,5,1,5,11,High-Value Sleepers
14264.0,155,2,333.97,2,1,2,5,Lost Customers
14265.0,109,2,530.18,2,1,3,6,High-Value Lost
14267.0,163,3,1516.24,2,1,4,7,High-Value Lost
14270.0,332,1,492.65000000000003,1,1,3,5,High-Value Lost
14271.0,226,1,112.32,1,1,1,3,Lost Customers
14272.0,74,2,437.96,2,1,2,5,Lost Customers
14273.0,51,4,559.97,3,1,3,7,High-Value Lost
14276.0,99,3,1119.74,2,1,4,7,High-Value Lost
14277.0,15,3,4188.0,4,1,5,10,High-Value Sleepers
14280.0,197,1,134.04,1,1,1,3,Lost Customers
14282.0,3,15,3701.44,5,1,5,11,High-Value Sleepers
14284.0,31,2,595.25,4,1,3,8,High-Value Sleepers
14285.0,21,4,1910.01,4,1,4,9,High-Value Sleepers
14286.0,24,3,4628.75,4,1,5,10,High-Value Sleepers
14287.0,8,3,176.63,5,1,1,7,New Customers
14288.0,213,1,426.6,1,1,2,4,Lost Customers
14289.0,9,6,911.26,5,1,3,9,High-Value Sleepers
14290.0,11,5,2314.65,5,1,5,11,High-Value Sleepers
14291.0,2,11,3883.25,5,1,5,11,High-Value Sleepers
14292.0,8,9,4871.93,5,1,5,11,High-Value Sleepers
14293.0,3,4,1046.56,5,1,4,10,High-Value Sleepers
14295.0,40,1,166.20000000000002,3,1,1,5,Lost Customers
14297.0,18,4,1305.33,4,1,4,9,High-Value Sleepers
14298.0,8,44,51527.3,5,2,5,12,Champions
14299.0,8,9,3965.62,5,1,5,11,High-Value Sleepers
14300.0,19,1,43.2,4,1,1,6,New Customers
14301.0,117,1,640.14,2,1,3,6,High-Value Lost
14304.0,223,1,383.45,1,1,2,4,Lost Customers
14305.0,71,3,1858.96,3,1,4,8,High-Value Lost
14306.0,51,2,2093.32,3,1,5,9,High-Value Lost
14307.0,89,6,2995.72,2,1,5,8,High-Value Lost
14309.0,8,9,2352.53,5,1,5,11,High-Value Sleepers
14311.0,243,1,310.26,1,1,2,4,Lost Customers
14312.0,47,6,1611.59,3,1,4,8,High-Value Lost
14314.0,107,1,120.0,2,1,1,4,Lost Customers
14315.0,45,6,2481.13,3,1,5,9,High-Value Lost
14317.0,65,1,508.58000000000004,3,1,3,7,High-Value Lost
14320.0,207,2,477.79,1,1,2,4,Lost Customers
14321.0,11,5,1530.75,5,1,4,10,High-Value Sleepers
14323.0,115,2,605.0600000000001,2,1,3,6,High-Value Lost
14326.0,242,1,183.85,1,1,1,3,Lost Customers
14327.0,163,1,311.65,2,1,2,5,Lost Customers
14329.0,17,7,4975.24,4,1,5,10,High-Value Sleepers
14331.0,124,2,462.65999999999997,2,1,2,5,Lost Customers
14332.0,23,3,840.21,4,1,3,8,High-Value Sleepers
14333.0,68,1,415.2,3,1,2,6,Lost Customers
14334.0,17,8,2552.21,4,1,5,10,High-Value Sleepers
14335.0,16,2,454.86,4,1,2,7,New Customers
14336.0,17,4,1614.91,4,1,4,9,High-Value Sleepers
14338.0,161,2,588.22,2,1,3,6,High-Value Lost
14339.0,243,1,309.52,1,1,2,4,Lost Customers
14340.0,219,1,134.7,1,1,1,3,Lost Customers
14341.0,45,8,2166.98,3,1,5,9,High-Value Lost
14342.0,21,4,668.5600000000001,4,1,3,8,High-Value Sleepers
14344.0,127,8,889.9300000000001,2,1,3,6,High-Value Lost
14345.0,39,1,108.97999999999999,3,1,1,5,Lost Customers
14346.0,121,2,1021.58,2,1,4,7,High-Value Lost
14348.0,260,1,409.57,1,1,2,4,Lost Customers
14349.0,10,1,133.5,5,1,1,7,New Customers
14350.0,274,1,282.93,1,1,2,4,Lost Customers
14351.0,165,1,51.0,2,1,1,4,Lost Customers
14352.0,157,4,1078.96,2,1,4,7,High-Value Lost
14353.0,215,1,90.6,1,1,1,3,Lost Customers
